metdiv,Year,inc_1,inc_2,inc_3,inc_4
48220,2011,24525,46325,95375,245250.00000000003
48260,2011,24525,46325,73575,245250.00000000003
48300,2011,29975.000000000004,59950.00000000001,95375,245250.00000000003
48424,2011,29975.000000000004,59950.00000000001,95375,245250.00000000003
48460,2011,19075,35425,59950.00000000001,245250.00000000003
48500,2011,13625.000000000002,29975.000000000004,59950.00000000001,245250.00000000003
48540,2011,24525,46325,73575,245250.00000000003
48580,2011,29975.000000000004,59950.00000000001,95375,245250.00000000003
48620,2011,29975.000000000004,59950.00000000001,95375,245250.00000000003
48660,2011,24525,51775.00000000001,95375,245250.00000000003
48700,2011,24525,51775.00000000001,73575,245250.00000000003
48780,2011,46325,73575,122625,245250.00000000003
48820,2011,29975.000000000004,51775.00000000001,95375,245250.00000000003
48864,2011,35425,73575,122625,245250.00000000003
48900,2011,24525,51775.00000000001,95375,245250.00000000003
48940,2011,24525,51775.00000000001,73575,245250.00000000003
48980,2011,19075,40875,73575,245250.00000000003
49020,2011,29975.000000000004,59950.00000000001,95375,245250.00000000003
49080,2011,29975.000000000004,59950.00000000001,95375,245250.00000000003
49100,2011,24525,51775.00000000001,95375,245250.00000000003
49180,2011,24525,46325,95375,245250.00000000003
49220,2011,29975.000000000004,51775.00000000001,73575,245250.00000000003
49260,2011,24525,59950.00000000001,95375,245250.00000000003
49300,2011,29975.000000000004,51775.00000000001,95375,245250.00000000003
49340,2011,35425,73575,122625,245250.00000000003
49380,2011,24525,51775.00000000001,73575,245250.00000000003
49420,2011,24525,46325,95375,245250.00000000003
49460,2011,24525,51775.00000000001,95375,245250.00000000003
49620,2011,35425,59950.00000000001,95375,245250.00000000003
49660,2011,24525,46325,73575,245250.00000000003
49700,2011,29975.000000000004,51775.00000000001,95375,245250.00000000003
49740,2011,24525,46325,73575,245250.00000000003
49780,2011,24525,46325,73575,245250.00000000003
49820,2011,13625.000000000002,35425,73575,245250.00000000003
10100,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
10140,2012,24300,45900,72900,243000.00000000003
10180,2012,24300,45900,94500,243000.00000000003
10220,2012,24300,45900,72900,243000.00000000003
10260,2012,5400,5400,29700.000000000004,243000.00000000003
10300,2012,29700.000000000004,51300,94500,243000.00000000003
10380,2012,5400,18900,35100,243000.00000000003
10420,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
10460,2012,18900,45900,72900,243000.00000000003
10500,2012,18900,40500,72900,243000.00000000003
10540,2012,24300,45900,72900,243000.00000000003
10580,2012,35100,72900,121500,243000.00000000003
10620,2012,24300,45900,72900,243000.00000000003
10660,2012,24300,51300,72900,243000.00000000003
10700,2012,24300,40500,72900,243000.00000000003
10740,2012,24300,51300,94500,243000.00000000003
10760,2012,18900,40500,72900,243000.00000000003
10780,2012,18900,45900,94500,243000.00000000003
10820,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
10860,2012,24300,45900,72900,243000.00000000003
10900,2012,35100,59400.00000000001,94500,243000.00000000003
10940,2012,24300,45900,72900,243000.00000000003
10980,2012,18900,40500,72900,243000.00000000003
11020,2012,24300,45900,72900,243000.00000000003
11060,2012,24300,45900,72900,243000.00000000003
11100,2012,29700.000000000004,51300,94500,243000.00000000003
11140,2012,13500,35100,72900,243000.00000000003
11180,2012,24300,59400.00000000001,94500,243000.00000000003
11220,2012,24300,45900,94500,243000.00000000003
11244,2012,40500,94500,148500,243000.00000000003
11260,2012,45900,94500,121500,243000.00000000003
11380,2012,29700.000000000004,72900,121500,243000.00000000003
11420,2012,29700.000000000004,51300,72900,243000.00000000003
11460,2012,35100,72900,121500,243000.00000000003
11500,2012,18900,45900,72900,243000.00000000003
11540,2012,35100,72900,94500,243000.00000000003
11580,2012,18900,40500,59400.00000000001,243000.00000000003
11620,2012,24300,45900,72900,243000.00000000003
11640,2012,5400,18900,35100,243000.00000000003
11660,2012,18900,35100,72900,243000.00000000003
11680,2012,24300,45900,72900,243000.00000000003
11700,2012,24300,45900,94500,243000.00000000003
11740,2012,24300,51300,72900,243000.00000000003
11780,2012,18900,45900,72900,243000.00000000003
11820,2012,29700.000000000004,51300,94500,243000.00000000003
11860,2012,18900,45900,72900,243000.00000000003
11900,2012,13500,35100,72900,243000.00000000003
11940,2012,18900,40500,72900,243000.00000000003
11980,2012,24300,45900,72900,243000.00000000003
12020,2012,18900,45900,94500,243000.00000000003
12060,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
12100,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
12120,2012,13500,35100,59400.00000000001,243000.00000000003
12140,2012,29700.000000000004,51300,94500,243000.00000000003
12180,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
12220,2012,18900,45900,94500,243000.00000000003
12260,2012,24300,51300,94500,243000.00000000003
12300,2012,24300,51300,94500,243000.00000000003
12380,2012,24300,51300,94500,243000.00000000003
12420,2012,35100,72900,121500,243000.00000000003
12460,2012,13500,35100,59400.00000000001,243000.00000000003
12540,2012,24300,51300,94500,243000.00000000003
12580,2012,40500,72900,121500,243000.00000000003
12620,2012,24300,45900,94500,243000.00000000003
12660,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
12680,2012,29700.000000000004,51300,94500,243000.00000000003
12700,2012,35100,72900,121500,243000.00000000003
12740,2012,35100,59400.00000000001,94500,243000.00000000003
12780,2012,29700.000000000004,51300,94500,243000.00000000003
12820,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
12860,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
12900,2012,18900,40500,72900,243000.00000000003
12940,2012,24300,59400.00000000001,94500,243000.00000000003
12980,2012,24300,45900,72900,243000.00000000003
13020,2012,24300,51300,94500,243000.00000000003
13060,2012,18900,40500,94500,243000.00000000003
13100,2012,24300,51300,94500,243000.00000000003
13140,2012,24300,45900,94500,243000.00000000003
13180,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
13220,2012,18900,40500,72900,243000.00000000003
13260,2012,24300,45900,72900,243000.00000000003
13300,2012,24300,45900,72900,243000.00000000003
13340,2012,29700.000000000004,51300,94500,243000.00000000003
13380,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
13420,2012,24300,45900,72900,243000.00000000003
13460,2012,29700.000000000004,51300,94500,243000.00000000003
13500,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
13540,2012,29700.000000000004,51300,94500,243000.00000000003
13620,2012,24300,45900,72900,243000.00000000003
13660,2012,24300,45900,72900,243000.00000000003
13700,2012,29700.000000000004,51300,94500,243000.00000000003
13720,2012,18900,40500,72900,243000.00000000003
13740,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
13780,2012,24300,51300,94500,243000.00000000003
13820,2012,24300,51300,94500,243000.00000000003
13900,2012,35100,72900,94500,243000.00000000003
13940,2012,29700.000000000004,51300,94500,243000.00000000003
13980,2012,24300,45900,94500,243000.00000000003
14010,2012,29700.000000000004,72900,121500,243000.00000000003
14020,2012,18900,45900,94500,243000.00000000003
14100,2012,24300,51300,94500,243000.00000000003
14140,2012,18900,40500,72900,243000.00000000003
14180,2012,18900,35100,72900,243000.00000000003
14220,2012,13500,35100,59400.00000000001,243000.00000000003
14260,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
14300,2012,24300,45900,94500,243000.00000000003
14340,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
14380,2012,13500,40500,72900,243000.00000000003
14420,2012,24300,51300,94500,243000.00000000003
14454,2012,35100,72900,148500,243000.00000000003
14500,2012,35100,72900,121500,243000.00000000003
14540,2012,24300,45900,94500,243000.00000000003
14580,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
14620,2012,24300,45900,72900,243000.00000000003
14660,2012,24300,51300,94500,243000.00000000003
14700,2012,24300,40500,72900,243000.00000000003
14720,2012,35100,72900,94500,243000.00000000003
14740,2012,35100,72900,121500,243000.00000000003
14780,2012,29700.000000000004,51300,94500,243000.00000000003
14820,2012,24300,45900,72900,243000.00000000003
14860,2012,40500,94500,189000,243000.00000000003
15020,2012,18900,35100,72900,243000.00000000003
15060,2012,24300,45900,72900,243000.00000000003
15100,2012,24300,51300,94500,243000.00000000003
15140,2012,18900,35100,59400.00000000001,243000.00000000003
15180,2012,18900,35100,72900,243000.00000000003
15220,2012,24300,45900,72900,243000.00000000003
15260,2012,24300,45900,94500,243000.00000000003
15340,2012,24300,45900,72900,243000.00000000003
15380,2012,24300,59400.00000000001,94500,243000.00000000003
15420,2012,24300,45900,72900,243000.00000000003
15460,2012,24300,45900,72900,243000.00000000003
15500,2012,24300,45900,94500,243000.00000000003
15540,2012,35100,72900,121500,243000.00000000003
15580,2012,18900,40500,72900,243000.00000000003
15620,2012,24300,45900,72900,243000.00000000003
15660,2012,24300,45900,72900,243000.00000000003
15680,2012,51300,94500,148500,243000.00000000003
15700,2012,24300,51300,94500,243000.00000000003
15740,2012,24300,40500,72900,243000.00000000003
15764,2012,40500,94500,148500,243000.00000000003
15780,2012,18900,35100,72900,243000.00000000003
15804,2012,40500,72900,121500,243000.00000000003
15820,2012,18900,35100,59400.00000000001,243000.00000000003
15860,2012,24300,45900,72900,243000.00000000003
15900,2012,24300,51300,72900,243000.00000000003
15940,2012,24300,51300,94500,243000.00000000003
15980,2012,29700.000000000004,51300,94500,243000.00000000003
16020,2012,24300,45900,72900,243000.00000000003
16060,2012,18900,40500,72900,243000.00000000003
16100,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
16140,2012,29700.000000000004,51300,94500,243000.00000000003
16180,2012,29700.000000000004,51300,94500,243000.00000000003
16220,2012,35100,59400.00000000001,94500,243000.00000000003
16260,2012,24300,45900,72900,243000.00000000003
16300,2012,35100,59400.00000000001,94500,243000.00000000003
16340,2012,18900,40500,72900,243000.00000000003
16380,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
16420,2012,18900,40500,72900,243000.00000000003
16460,2012,24300,45900,72900,243000.00000000003
16500,2012,24300,45900,72900,243000.00000000003
16540,2012,35100,59400.00000000001,94500,243000.00000000003
16580,2012,24300,51300,94500,243000.00000000003
16620,2012,24300,51300,94500,243000.00000000003
16660,2012,18900,40500,72900,243000.00000000003
16700,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
16740,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
16820,2012,29700.000000000004,59400.00000000001,121500,243000.00000000003
16860,2012,24300,51300,94500,243000.00000000003
16940,2012,35100,59400.00000000001,94500,243000.00000000003
16974,2012,29700.000000000004,72900,121500,243000.00000000003
17020,2012,24300,45900,94500,243000.00000000003
17060,2012,24300,45900,72900,243000.00000000003
17140,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
17200,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
17220,2012,24300,45900,94500,243000.00000000003
17260,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
17300,2012,29700.000000000004,51300,94500,243000.00000000003
17340,2012,18900,40500,72900,243000.00000000003
17380,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
17420,2012,24300,45900,72900,243000.00000000003
17460,2012,24300,51300,94500,243000.00000000003
17500,2012,18900,40500,72900,243000.00000000003
17540,2012,24300,51300,94500,243000.00000000003
17580,2012,18900,45900,94500,243000.00000000003
17620,2012,5400,18900,40500,243000.00000000003
17640,2012,5400,13500,29700.000000000004,243000.00000000003
17660,2012,29700.000000000004,51300,94500,243000.00000000003
17700,2012,18900,45900,72900,243000.00000000003
17740,2012,24300,45900,72900,243000.00000000003
17780,2012,18900,40500,94500,243000.00000000003
17820,2012,35100,59400.00000000001,94500,243000.00000000003
17860,2012,24300,51300,94500,243000.00000000003
17900,2012,29700.000000000004,51300,94500,243000.00000000003
17980,2012,24300,45900,94500,243000.00000000003
18020,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
18060,2012,18900,40500,72900,243000.00000000003
18100,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
18140,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
18180,2012,35100,72900,121500,243000.00000000003
18220,2012,18900,40500,72900,243000.00000000003
18260,2012,18900,35100,72900,243000.00000000003
18300,2012,18900,40500,72900,243000.00000000003
18380,2012,13500,40500,72900,243000.00000000003
18420,2012,18900,35100,59400.00000000001,243000.00000000003
18460,2012,24300,45900,72900,243000.00000000003
18500,2012,24300,51300,94500,243000.00000000003
18580,2012,24300,51300,94500,243000.00000000003
18620,2012,24300,45900,72900,243000.00000000003
18660,2012,29700.000000000004,51300,94500,243000.00000000003
18700,2012,24300,51300,94500,243000.00000000003
18740,2012,24300,45900,72900,243000.00000000003
18780,2012,24300,51300,94500,243000.00000000003
18820,2012,29700.000000000004,51300,72900,243000.00000000003
18860,2012,18900,40500,72900,243000.00000000003
18880,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
18900,2012,24300,40500,72900,243000.00000000003
18980,2012,18900,40500,72900,243000.00000000003
19000,2012,18900,40500,72900,243000.00000000003
19060,2012,18900,40500,72900,243000.00000000003
19124,2012,35100,59400.00000000001,121500,243000.00000000003
19140,2012,24300,40500,72900,243000.00000000003
19180,2012,24300,45900,72900,243000.00000000003
19220,2012,18900,40500,72900,243000.00000000003
19260,2012,18900,40500,72900,243000.00000000003
19300,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
19340,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
19380,2012,24300,51300,94500,243000.00000000003
19420,2012,18900,40500,72900,243000.00000000003
19460,2012,24300,45900,94500,243000.00000000003
19500,2012,24300,51300,94500,243000.00000000003
19540,2012,29700.000000000004,51300,72900,243000.00000000003
19580,2012,29700.000000000004,51300,72900,243000.00000000003
19620,2012,24300,45900,72900,243000.00000000003
19660,2012,24300,45900,72900,243000.00000000003
19700,2012,13500,29700.000000000004,51300,243000.00000000003
19740,2012,35100,72900,121500,243000.00000000003
19760,2012,24300,51300,94500,243000.00000000003
19780,2012,35100,72900,121500,243000.00000000003
19804,2012,18900,45900,94500,243000.00000000003
19860,2012,35100,72900,121500,243000.00000000003
19940,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
19980,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
20020,2012,18900,45900,72900,243000.00000000003
20060,2012,18900,35100,72900,243000.00000000003
20100,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
20140,2012,13500,35100,72900,243000.00000000003
20180,2012,24300,45900,72900,243000.00000000003
20220,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
20260,2012,24300,51300,94500,243000.00000000003
20300,2012,29700.000000000004,51300,72900,243000.00000000003
20340,2012,24300,45900,72900,243000.00000000003
20380,2012,24300,45900,94500,243000.00000000003
20420,2012,35100,59400.00000000001,94500,243000.00000000003
20460,2012,18900,40500,72900,243000.00000000003
20500,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
20524,2012,40500,94500,148500,243000.00000000003
20540,2012,24300,45900,72900,243000.00000000003
20580,2012,18900,35100,72900,243000.00000000003
20660,2012,29700.000000000004,59400.00000000001,121500,243000.00000000003
20700,2012,35100,59400.00000000001,94500,243000.00000000003
20740,2012,29700.000000000004,51300,94500,243000.00000000003
20780,2012,45900,72900,148500,243000.00000000003
20820,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
20900,2012,18900,45900,72900,243000.00000000003
20940,2012,18900,45900,94500,243000.00000000003
20980,2012,18900,40500,72900,243000.00000000003
20994,2012,35100,72900,121500,243000.00000000003
21020,2012,24300,51300,94500,243000.00000000003
21060,2012,29700.000000000004,51300,94500,243000.00000000003
21120,2012,24300,51300,94500,243000.00000000003
21140,2012,29700.000000000004,51300,94500,243000.00000000003
21180,2012,18900,40500,72900,243000.00000000003
21220,2012,40500,72900,121500,243000.00000000003
21260,2012,24300,45900,94500,243000.00000000003
21300,2012,24300,51300,94500,243000.00000000003
21340,2012,24300,45900,72900,243000.00000000003
21380,2012,18900,40500,72900,243000.00000000003
21420,2012,29700.000000000004,51300,94500,243000.00000000003
21460,2012,24300,51300,94500,243000.00000000003
21500,2012,24300,51300,94500,243000.00000000003
21540,2012,24300,45900,72900,243000.00000000003
21580,2012,18900,40500,72900,243000.00000000003
21640,2012,18900,35100,59400.00000000001,243000.00000000003
21660,2012,24300,45900,94500,243000.00000000003
21700,2012,24300,45900,72900,243000.00000000003
21740,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
21780,2012,29700.000000000004,51300,94500,243000.00000000003
21820,2012,40500,72900,121500,243000.00000000003
21840,2012,24300,45900,72900,243000.00000000003
21860,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
21900,2012,24300,45900,94500,243000.00000000003
21980,2012,29700.000000000004,51300,94500,243000.00000000003
22020,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
22060,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
22100,2012,18900,40500,72900,243000.00000000003
22140,2012,24300,51300,94500,243000.00000000003
22180,2012,24300,45900,94500,243000.00000000003
22220,2012,29700.000000000004,51300,94500,243000.00000000003
22260,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
22280,2012,29700.000000000004,51300,72900,243000.00000000003
22300,2012,29700.000000000004,51300,94500,243000.00000000003
22340,2012,13500,35100,59400.00000000001,243000.00000000003
22380,2012,24300,51300,94500,243000.00000000003
22420,2012,24300,45900,72900,243000.00000000003
22500,2012,18900,45900,72900,243000.00000000003
22520,2012,24300,45900,72900,243000.00000000003
22540,2012,35100,59400.00000000001,94500,243000.00000000003
22580,2012,18900,40500,72900,243000.00000000003
22620,2012,13500,35100,59400.00000000001,243000.00000000003
22660,2012,35100,59400.00000000001,94500,243000.00000000003
22700,2012,24300,45900,72900,243000.00000000003
22744,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
22780,2012,29700.000000000004,51300,94500,243000.00000000003
22800,2012,24300,45900,72900,243000.00000000003
22820,2012,24300,51300,72900,243000.00000000003
22840,2012,18900,40500,72900,243000.00000000003
22860,2012,29700.000000000004,51300,72900,243000.00000000003
22900,2012,18900,40500,72900,243000.00000000003
23060,2012,29700.000000000004,51300,94500,243000.00000000003
23104,2012,35100,59400.00000000001,94500,243000.00000000003
23140,2012,29700.000000000004,51300,94500,243000.00000000003
23180,2012,29700.000000000004,51300,94500,243000.00000000003
23240,2012,24300,59400.00000000001,94500,243000.00000000003
23300,2012,24300,45900,72900,243000.00000000003
23340,2012,29700.000000000004,51300,72900,243000.00000000003
23380,2012,24300,51300,94500,243000.00000000003
23420,2012,24300,51300,94500,243000.00000000003
23460,2012,18900,40500,72900,243000.00000000003
23500,2012,18900,35100,72900,243000.00000000003
23540,2012,18900,45900,94500,243000.00000000003
23580,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
23620,2012,29700.000000000004,51300,94500,243000.00000000003
23660,2012,24300,40500,72900,243000.00000000003
23700,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
23780,2012,29700.000000000004,51300,94500,243000.00000000003
23820,2012,35100,59400.00000000001,94500,243000.00000000003
23844,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
23860,2012,24300,45900,94500,243000.00000000003
23900,2012,35100,59400.00000000001,94500,243000.00000000003
23940,2012,45900,72900,121500,243000.00000000003
23980,2012,18900,40500,72900,243000.00000000003
24020,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
24060,2012,35100,72900,121500,243000.00000000003
24100,2012,24300,51300,94500,243000.00000000003
24140,2012,24300,45900,72900,243000.00000000003
24220,2012,24300,51300,94500,243000.00000000003
24260,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
24300,2012,29700.000000000004,51300,94500,243000.00000000003
24330,2012,29700.000000000004,51300,94500,243000.00000000003
24340,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
24380,2012,18900,40500,72900,243000.00000000003
24420,2012,18900,40500,72900,243000.00000000003
24460,2012,24300,45900,72900,243000.00000000003
24500,2012,24300,45900,94500,243000.00000000003
24540,2012,35100,59400.00000000001,94500,243000.00000000003
24580,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
24620,2012,18900,40500,72900,243000.00000000003
24640,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
24660,2012,24300,45900,94500,243000.00000000003
24700,2012,29700.000000000004,51300,72900,243000.00000000003
24740,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
24780,2012,18900,45900,94500,243000.00000000003
24820,2012,24300,45900,72900,243000.00000000003
24860,2012,24300,51300,94500,243000.00000000003
24900,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
24940,2012,18900,40500,72900,243000.00000000003
24980,2012,13500,35100,59400.00000000001,243000.00000000003
25020,2012,5400,18900,35100,243000.00000000003
25060,2012,24300,45900,94500,243000.00000000003
25100,2012,29700.000000000004,51300,94500,243000.00000000003
25180,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
25200,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
25220,2012,18900,45900,94500,243000.00000000003
25260,2012,24300,51300,94500,243000.00000000003
25300,2012,24300,45900,72900,243000.00000000003
25420,2012,35100,59400.00000000001,94500,243000.00000000003
25460,2012,18900,40500,59400.00000000001,243000.00000000003
25500,2012,29700.000000000004,51300,94500,243000.00000000003
25540,2012,35100,72900,121500,243000.00000000003
25580,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
25620,2012,18900,45900,72900,243000.00000000003
25700,2012,24300,45900,94500,243000.00000000003
25720,2012,40500,72900,94500,243000.00000000003
25740,2012,35100,59400.00000000001,94500,243000.00000000003
25760,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
25780,2012,18900,35100,72900,243000.00000000003
25820,2012,24300,45900,72900,243000.00000000003
25840,2012,24300,51300,94500,243000.00000000003
25860,2012,24300,45900,72900,243000.00000000003
25880,2012,24300,45900,72900,243000.00000000003
25900,2012,24300,59400.00000000001,94500,243000.00000000003
25940,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
25980,2012,24300,45900,72900,243000.00000000003
26020,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
26090,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
26140,2012,24300,40500,72900,243000.00000000003
26220,2012,35100,59400.00000000001,94500,243000.00000000003
26260,2012,18900,35100,59400.00000000001,243000.00000000003
26300,2012,18900,40500,72900,243000.00000000003
26340,2012,18900,40500,72900,243000.00000000003
26380,2012,24300,51300,94500,243000.00000000003
26420,2012,29700.000000000004,59400.00000000001,121500,243000.00000000003
26460,2012,35100,59400.00000000001,94500,243000.00000000003
26500,2012,24300,45900,72900,243000.00000000003
26540,2012,29700.000000000004,51300,72900,243000.00000000003
26580,2012,18900,45900,72900,243000.00000000003
26620,2012,29700.000000000004,59400.00000000001,121500,243000.00000000003
26660,2012,18900,40500,72900,243000.00000000003
26700,2012,24300,45900,72900,243000.00000000003
26740,2012,24300,45900,72900,243000.00000000003
26780,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
26820,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
26860,2012,24300,51300,94500,243000.00000000003
26900,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
26940,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
26960,2012,24300,51300,72900,243000.00000000003
26980,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
27020,2012,24300,51300,72900,243000.00000000003
27060,2012,24300,59400.00000000001,94500,243000.00000000003
27100,2012,24300,51300,94500,243000.00000000003
27140,2012,24300,51300,94500,243000.00000000003
27160,2012,18900,40500,72900,243000.00000000003
27180,2012,24300,45900,72900,243000.00000000003
27220,2012,40500,72900,121500,243000.00000000003
27260,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
27300,2012,24300,51300,94500,243000.00000000003
27340,2012,29700.000000000004,51300,72900,243000.00000000003
27380,2012,18900,40500,72900,243000.00000000003
27420,2012,29700.000000000004,51300,94500,243000.00000000003
27460,2012,24300,45900,72900,243000.00000000003
27500,2012,29700.000000000004,51300,94500,243000.00000000003
27540,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
27580,2012,5400,13500,29700.000000000004,243000.00000000003
27600,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
27620,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
27660,2012,18900,45900,94500,243000.00000000003
27700,2012,18900,40500,72900,243000.00000000003
27740,2012,18900,40500,72900,243000.00000000003
27780,2012,24300,45900,72900,243000.00000000003
27860,2012,18900,45900,72900,243000.00000000003
27900,2012,24300,45900,72900,243000.00000000003
27920,2012,35100,51300,72900,243000.00000000003
27940,2012,51300,94500,121500,243000.00000000003
27980,2012,35100,72900,121500,243000.00000000003
28020,2012,24300,51300,94500,243000.00000000003
28060,2012,24300,51300,94500,243000.00000000003
28100,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
28140,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
28180,2012,35100,72900,121500,243000.00000000003
28260,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
28300,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
28340,2012,29700.000000000004,51300,94500,243000.00000000003
28380,2012,13500,35100,59400.00000000001,243000.00000000003
28420,2012,35100,59400.00000000001,94500,243000.00000000003
28500,2012,24300,45900,94500,243000.00000000003
28540,2012,35100,59400.00000000001,94500,243000.00000000003
28580,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
28620,2012,35100,59400.00000000001,94500,243000.00000000003
28660,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
28700,2012,24300,40500,72900,243000.00000000003
28740,2012,29700.000000000004,59400.00000000001,121500,243000.00000000003
28780,2012,18900,40500,72900,243000.00000000003
28820,2012,18900,40500,72900,243000.00000000003
28860,2012,18900,35100,72900,243000.00000000003
28900,2012,24300,40500,72900,243000.00000000003
28940,2012,24300,45900,94500,243000.00000000003
29020,2012,24300,45900,94500,243000.00000000003
29060,2012,35100,59400.00000000001,94500,243000.00000000003
29100,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
29180,2012,24300,51300,94500,243000.00000000003
29200,2012,24300,51300,94500,243000.00000000003
29260,2012,18900,45900,72900,243000.00000000003
29300,2012,18900,45900,72900,243000.00000000003
29340,2012,24300,45900,94500,243000.00000000003
29380,2012,24300,40500,72900,243000.00000000003
29404,2012,40500,72900,148500,243000.00000000003
29420,2012,24300,40500,72900,243000.00000000003
29460,2012,24300,45900,72900,243000.00000000003
29500,2012,18900,40500,72900,243000.00000000003
29540,2012,35100,59400.00000000001,94500,243000.00000000003
29620,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
29660,2012,18900,45900,94500,243000.00000000003
29700,2012,18900,40500,72900,243000.00000000003
29740,2012,18900,40500,72900,243000.00000000003
29780,2012,13500,29700.000000000004,59400.00000000001,243000.00000000003
29820,2012,29700.000000000004,59400.00000000001,94500,243000.00000000003
29860,2012,18900,40500,72900,243000.00000000003
29900,2012,13500,35100,59400.00000000001,243000.00000000003
29940,2012,24300,59400.00000000001,94500,243000.00000000003
29980,2012,18900,40500,72900,243000.00000000003
30020,2012,24300,51300,94500,243000.00000000003
30060,2012,18900,40500,59400.00000000001,243000.00000000003
30140,2012,35100,59400.00000000001,94500,243000.00000000003
30220,2012,29700.000000000004,51300,94500,243000.00000000003
30260,2012,29700.000000000004,51300,72900,243000.00000000003
30280,2012,24300,45900,72900,243000.00000000003
30300,2012,24300,45900,72900,243000.00000000003
30340,2012,24300,51300,94500,243000.00000000003
30380,2012,24300,45900,72900,243000.00000000003
30420,2012,29700.000000000004,51300,72900,243000.00000000003
30460,2012,24300,51300,94500,243000.00000000003
30580,2012,29700.000000000004,51300,94500,243000.00000000003
30620,2012,24300,45900,72900,243000.00000000003
30660,2012,24300,51300,94500,243000.00000000003
